participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.ingame,player.age,player.gender,player.contribution,player.MIq1,player.MIq2,player.MIq3,player.MIq4,player.MIq5,player.MIq6,player.MIq7,player.MIq8,player.MIq9,player.MIq10,player.Dq1,player.Dq2,player.Dq3,player.Dq4,player.Dq5,player.Dq6,player.payoff,group.id_in_subsession,group.group_id,group.actual_roll_p1,group.actual_roll_p2,group.reported_roll_p1,group.reported_roll_p2,group.checked,group.p1_cheat,group.p2_cheat,group.team_cheated,group.total_contribution,group.individual_share,group.max_amount,subsession.round_number,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
9,rmif4p54,,0,880,880,LCG,FinalPage,127.0.0.1,2019-03-15 11:20:52.982545+00:00,1,,,354.33,3,1,,,,,,,,,,,,,,,,,,,,3.00,3,,3,6,3,3,0,0,1,1,,,,5,ba1y0hqq,CultDyn,Simon,,,,0
10,6pwajygn,,0,880,880,LCG,FinalPage,127.0.0.1,2019-03-15 11:20:53.184485+00:00,1,,,377.00,1,1,,,,,,,,,,,,,,,,,,,,0.00,4,,4,2,6,6,1,1,1,1,,,,5,ba1y0hqq,CultDyn,Simon,,,,0
11,kcj1ok6c,,0,880,880,LCG,FinalPage,127.0.0.1,2019-03-15 11:20:57.122304+00:00,1,,,377.00,2,1,,,,,,,,,,,,,,,,,,,,0.00,4,,4,2,6,6,1,1,1,1,,,,5,ba1y0hqq,CultDyn,Simon,,,,0
12,acuo4n29,,0,880,880,LCG,FinalPage,127.0.0.1,2019-03-15 11:20:57.807811+00:00,1,,,377.00,3,1,,,,,,,,,,,,,,,,,,,,0.00,4,,4,2,6,6,1,1,1,1,,,,5,ba1y0hqq,CultDyn,Simon,,,,0
13,omjxrv2c,,0,880,880,LCG,FinalPage,127.0.0.1,2019-03-15 11:20:59.753418+00:00,1,,,366.00,1,1,,,,,,,,,,,,,,,,,,,,0.00,5,,6,3,6,3,1,0,0,0,,,,5,ba1y0hqq,CultDyn,Simon,,,,0
14,7nxyv67i,,0,880,880,LCG,FinalPage,127.0.0.1,2019-03-15 11:21:10.614167+00:00,1,,,366.00,2,1,,,,,,,,,,,,,,,,,,,,0.00,5,,6,3,6,3,1,0,0,0,,,,5,ba1y0hqq,CultDyn,Simon,,,,0
15,q9o87ofc,,0,880,880,LCG,FinalPage,127.0.0.1,2019-03-15 11:21:16.234284+00:00,1,,,366.00,3,1,,,,,,,,,,,,,,,,,,,,0.00,5,,6,3,6,3,1,0,0,0,,,,5,ba1y0hqq,CultDyn,Simon,,,,0
16,h79iwr1o,,0,880,880,LCG,FinalPage,127.0.0.1,2019-03-15 11:21:23.669222+00:00,1,,,691.00,1,1,,,,,,,,,,,,,,,,,,,,6.00,6,,6,2,6,6,0,0,1,1,,,,5,ba1y0hqq,CultDyn,Simon,,,,0
17,p9ypy834,,0,880,880,LCG,FinalPage,127.0.0.1,2019-03-15 11:21:35.939355+00:00,1,,,691.00,2,1,,,,,,,,,,,,,,,,,,,,6.00,6,,6,2,6,6,0,0,1,1,,,,5,ba1y0hqq,CultDyn,Simon,,,,0
18,g71on7hx,,0,880,880,LCG,FinalPage,127.0.0.1,2019-03-15 11:21:39.271037+00:00,1,,,691.00,3,1,,,,,,,,,,,,,,,,,,,,6.00,6,,6,2,6,6,0,0,1,1,,,,5,ba1y0hqq,CultDyn,Simon,,,,0
19,0n6vau27,,0,5,880,LCG,WaitForPlayers,127.0.0.1,2019-03-15 11:21:42.565371+00:00,1,,,0.00,1,1,,,,,,,,,,,,,,,,,,,,0.00,7,,,,,,1,,,,,,,5,ba1y0hqq,CultDyn,Simon,,,,0
20,v8zh75mb,,0,1,880,LCG,Welcome,127.0.0.1,2019-03-15 11:22:00.665765+00:00,1,,,0.00,2,1,,,,,,,,,,,,,,,,,,,,0.00,7,,,,,,1,,,,,,,5,ba1y0hqq,CultDyn,Simon,,,,0
21,okiz54ca,,0,5,880,LCG,WaitForPlayers,127.0.0.1,2019-03-15 11:34:24.595984+00:00,1,,,0.00,3,1,,,,,,,,,,,,,,,,,,,,0.00,7,,,,,,1,,,,,,,5,ba1y0hqq,CultDyn,Simon,,,,0
22,vwaig63b,,0,0,880,,,,,0,,,0.00,1,1,,,,,,,,,,,,,,,,,,,,0.00,8,,,,,,1,,,,,,,5,ba1y0hqq,CultDyn,Simon,,,,0
23,ed622may,,0,0,880,,,,,0,,,0.00,2,1,,,,,,,,,,,,,,,,,,,,0.00,8,,,,,,1,,,,,,,5,ba1y0hqq,CultDyn,Simon,,,,0
24,djixdayx,,0,0,880,,,,,0,,,0.00,3,1,,,,,,,,,,,,,,,,,,,,0.00,8,,,,,,1,,,,,,,5,ba1y0hqq,CultDyn,Simon,,,,0
1,cvf55n8g,,0,880,880,LCG,FinalPage,127.0.0.1,2019-03-15 11:20:35.347272+00:00,1,,,578.33,1,1,,,,,,,,,,,,,,,,,,,,6.00,1,,3,4,6,6,0,1,1,1,,,,6,ba1y0hqq,CultDyn,Simon,,,,0
2,ok1y56td,,0,880,880,LCG,FinalPage,127.0.0.1,2019-03-15 11:20:39.765267+00:00,1,,,357.33,2,1,,,,,,,,,,,,,,,,,,,,6.00,1,,3,4,6,6,0,1,1,1,,,,6,ba1y0hqq,CultDyn,Simon,,,,0
3,xx1d7nk8,,0,880,880,LCG,FinalPage,127.0.0.1,2019-03-15 11:20:40.234193+00:00,1,,,557.33,3,1,,,,,,,,,,,,,,,,,,,,6.00,1,,3,4,6,6,0,1,1,1,,,,6,ba1y0hqq,CultDyn,Simon,,,,0
4,h6ku7q3z,,0,879,880,LCG,PGGResults,127.0.0.1,2019-03-15 11:20:43.362347+00:00,1,,,519.00,1,1,,,,,,,,,,,,,,,,,,,,0.00,2,,3,2,5,2,1,1,0,1,,,,6,ba1y0hqq,CultDyn,Simon,,,,0
5,7rwb0qy1,,0,880,880,LCG,FinalPage,127.0.0.1,2019-03-15 11:20:44.208434+00:00,1,,,519.00,2,1,,,,,,,,,,,,,,,,,,,,0.00,2,,3,2,5,2,1,1,0,1,,,,6,ba1y0hqq,CultDyn,Simon,,,,0
6,4uxzl1xx,,0,880,880,LCG,FinalPage,127.0.0.1,2019-03-15 11:20:44.402373+00:00,1,,,519.00,3,1,,,,,,,,,,,,,,,,,,,,0.00,2,,3,2,5,2,1,1,0,1,,,,6,ba1y0hqq,CultDyn,Simon,,,,0
7,q277d0yl,,0,880,880,LCG,FinalPage,127.0.0.1,2019-03-15 11:20:45.231608+00:00,1,,,302.33,1,1,,,,,,,,,,,,,,,,,,,,0.00,3,,1,1,6,6,1,1,1,1,,,,6,ba1y0hqq,CultDyn,Simon,,,,0
8,juxj98dx,,0,878,880,LCG,DOSPERT,127.0.0.1,2019-03-15 11:20:45.907813+00:00,1,,,434.33,2,1,,,,,,,,,,,,,,,,,,,,0.00,3,,1,1,6,6,1,1,1,1,,,,6,ba1y0hqq,CultDyn,Simon,,,,0
9,rmif4p54,,0,880,880,LCG,FinalPage,127.0.0.1,2019-03-15 11:20:52.982545+00:00,1,,,354.33,3,1,,,,,,,,,,,,,,,,,,,,0.00,3,,1,1,6,6,1,1,1,1,,,,6,ba1y0hqq,CultDyn,Simon,,,,0
10,6pwajygn,,0,880,880,LCG,FinalPage,127.0.0.1,2019-03-15 11:20:53.184485+00:00,1,,,377.00,1,1,,,,,,,,,,,,,,,,,,,,0.00,4,,5,3,5,3,1,0,0,0,,,,6,ba1y0hqq,CultDyn,Simon,,,,0
11,kcj1ok6c,,0,880,880,LCG,FinalPage,127.0.0.1,2019-03-15 11:20:57.122304+00:00,1,,,377.00,2,1,,,,,,,,,,,,,,,,,,,,0.00,4,,5,3,5,3,1,0,0,0,,,,6,ba1y0hqq,CultDyn,Simon,,,,0
12,acuo4n29,,0,880,880,LCG,FinalPage,127.0.0.1,2019-03-15 11:20:57.807811+00:00,1,,,377.00,3,1,,,,,,,,,,,,,,,,,,,,0.00,4,,5,3,5,3,1,0,0,0,,,,6,ba1y0hqq,CultDyn,Simon,,,,0
13,omjxrv2c,,0,880,880,LCG,FinalPage,127.0.0.1,2019-03-15 11:20:59.753418+00:00,1,,,366.00,1,1,,,,,,,,,,,,,,,,,,,,0.00,5,,2,4,6,4,1,1,0,1,,,,6,ba1y0hqq,CultDyn,Simon,,,,0
14,7nxyv67i,,0,880,880,LCG,FinalPage,127.0.0.1,2019-03-15 11:21:10.614167+00:00,1,,,366.00,2,1,,,,,,,,,,,,,,,,,,,,0.00,5,,2,4,6,4,1,1,0,1,,,,6,ba1y0hqq,CultDyn,Simon,,,,0
15,q9o87ofc,,0,880,880,LCG,FinalPage,127.0.0.1,2019-03-15 11:21:16.234284+00:00,1,,,366.00,3,1,,,,,,,,,,,,,,,,,,,,0.00,5,,2,4,6,4,1,1,0,1,,,,6,ba1y0hqq,CultDyn,Simon,,,,0
16,h79iwr1o,,0,880,880,LCG,FinalPage,127.0.0.1,2019-03-15 11:21:23.669222+00:00,1,,,691.00,1,1,,,,,,,,,,,,,,,,,,,,6.00,6,,6,4,6,6,0,0,1,1,,,,6,ba1y0hqq,CultDyn,Simon,,,,0
17,p9ypy834,,0,880,880,LCG,FinalPage,127.0.0.1,2019-03-15 11:21:35.939355+00:00,1,,,691.00,2,1,,,,,,,,,,,,,,,,,,,,6.00,6,,6,4,6,6,0,0,1,1,,,,6,ba1y0hqq,CultDyn,Simon,,,,0
18,g71on7hx,,0,880,880,LCG,FinalPage,127.0.0.1,2019-03-15 11:21:39.271037+00:00,1,,,691.00,3,1,,,,,,,,,,,,,,,,,,,,6.00,6,,6,4,6,6,0,0,1,1,,,,6,ba1y0hqq,CultDyn,Simon,,,,0
19,0n6vau27,,0,5,880,LCG,WaitForPlayers,127.0.0.1,2019-03-15 11:21:42.565371+00:00,1,,,0.00,1,1,,,,,,,,,,,,,,,,,,,,0.00,7,,,,,,1,,,,,,,6,ba1y0hqq,CultDyn,Simon,,,,0
20,v8zh75mb,,0,1,880,LCG,Welcome,127.0.0.1,2019-03-15 11:22:00.665765+00:00,1,,,0.00,2,1,,,,,,,,,,,,,,,,,,,,0.00,7,,,,,,1,,,,,,,6,ba1y0hqq,CultDyn,Simon,,,,0
21,okiz54ca,,0,5,880,LCG,WaitForPlayers,127.0.0.1,2019-03-15 11:34:24.595984+00:00,1,,,0.00,3,1,,,,,,,,,,,,,,,,,,,,0.00,7,,,,,,1,,,,,,,6,ba1y0hqq,CultDyn,Simon,,,,0
22,vwaig63b,,0,0,880,,,,,0,,,0.00,1,1,,,,,,,,,,,,,,,,,,,,0.00,8,,,,,,1,,,,,,,6,ba1y0hqq,CultDyn,Simon,,,,0
23,ed622may,,0,0,880,,,,,0,,,0.00,2,1,,,,,,,,,,,,,,,,,,,,0.00,8,,,,,,1,,,,,,,6,ba1y0hqq,CultDyn,Simon,,,,0
24,djixdayx,,0,0,880,,,,,0,,,0.00,3,1,,,,,,,,,,,,,,,,,,,,0.00,8,,,,,,1,,,,,,,6,ba1y0hqq,CultDyn,Simon,,,,0
1,cvf55n8g,,0,880,880,LCG,FinalPage,127.0.0.1,2019-03-15 11:20:35.347272+00:00,1,,,578.33,1,1,,,,,,,,,,,,,,,,,,,,6.00,1,,3,4,6,6,0,1,1,1,,,,7,ba1y0hqq,CultDyn,Simon,,,,0
2,ok1y56td,,0,880,880,LCG,FinalPage,127.0.0.1,2019-03-15 11:20:39.765267+00:00,1,,,357.33,2,1,,,,,,,,,,,,,,,,,,,,6.00,1,,3,4,6,6,0,1,1,1,,,,7,ba1y0hqq,CultDyn,Simon,,,,0
3,xx1d7nk8,,0,880,880,LCG,FinalPage,127.0.0.1,2019-03-15 11:20:40.234193+00:00,1,,,557.33,3,1,,,,,,,,,,,,,,,,,,,,6.00,1,,3,4,6,6,0,1,1,1,,,,7,ba1y0hqq,CultDyn,Simon,,,,0
4,h6ku7q3z,,0,879,880,LCG,PGGResults,127.0.0.1,2019-03-15 11:20:43.362347+00:00,1,,,519.00,1,1,,,,,,,,,,,,,,,,,,,,6.00,2,,6,5,6,6,0,0,1,1,,,,7,ba1y0hqq,CultDyn,Simon,,,,0
5,7rwb0qy1,,0,880,880,LCG,FinalPage,127.0.0.1,2019-03-15 11:20:44.208434+00:00,1,,,519.00,2,1,,,,,,,,,,,,,,,,,,,,6.00,2,,6,5,6,6,0,0,1,1,,,,7,ba1y0hqq,CultDyn,Simon,,,,0
6,4uxzl1xx,,0,880,880,LCG,FinalPage,127.0.0.1,2019-03-15 11:20:44.402373+00:00,1,,,519.00,3,1,,,,,,,,,,,,,,,,,,,,6.00,2,,6,5,6,6,0,0,1,1,,,,7,ba1y0hqq,CultDyn,Simon,,,,0
7,q277d0yl,,0,880,880,LCG,FinalPage,127.0.0.1,2019-03-15 11:20:45.231608+00:00,1,,,302.33,1,1,,,,,,,,,,,,,,,,,,,,0.00,3,,2,3,6,3,1,1,0,1,,,,7,ba1y0hqq,CultDyn,Simon,,,,0
8,juxj98dx,,0,878,880,LCG,DOSPERT,127.0.0.1,2019-03-15 11:20:45.907813+00:00,1,,,434.33,2,1,,,,,,,,,,,,,,,,,,,,0.00,3,,2,3,6,3,1,1,0,1,,,,7,ba1y0hqq,CultDyn,Simon,,,,0
9,rmif4p54,,0,880,880,LCG,FinalPage,127.0.0.1,2019-03-15 11:20:52.982545+00:00,1,,,354.33,3,1,,,,,,,,,,,,,,,,,,,,0.00,3,,2,3,6,3,1,1,0,1,,,,7,ba1y0hqq,CultDyn,Simon,,,,0
10,6pwajygn,,0,880,880,LCG,FinalPage,127.0.0.1,2019-03-15 11:20:53.184485+00:00,1,,,377.00,1,1,,,,,,,,,,,,,,,,,,,,6.00,4,,2,4,6,6,0,1,1,1,,,,7,ba1y0hqq,CultDyn,Simon,,,,0
11,kcj1ok6c,,0,880,880,LCG,FinalPage,127.0.0.1,2019-03-15 11:20:57.122304+00:00,1,,,377.00,2,1,,,,,,,,,,,,,,,,,,,,6.00,4,,2,4,6,6,0,1,1,1,,,,7,ba1y0hqq,CultDyn,Simon,,,,0
12,acuo4n29,,0,880,880,LCG,FinalPage,127.0.0.1,2019-03-15 11:20:57.807811+00:00,1,,,377.00,3,1,,,,,,,,,,,,,,,,,,,,6.00,4,,2,4,6,6,0,1,1,1,,,,7,ba1y0hqq,CultDyn,Simon,,,,0
13,omjxrv2c,,0,880,880,LCG,FinalPage,127.0.0.1,2019-03-15 11:20:59.753418+00:00,1,,,366.00,1,1,,,,,,,,,,,,,,,,,,,,6.00,5,,6,3,6,6,0,0,1,1,,,,7,ba1y0hqq,CultDyn,Simon,,,,0
14,7nxyv67i,,0,880,880,LCG,FinalPage,127.0.0.1,2019-03-15 11:21:10.614167+00:00,1,,,366.00,2,1,,,,,,,,,,,,,,,,,,,,6.00,5,,6,3,6,6,0,0,1,1,,,,7,ba1y0hqq,CultDyn,Simon,,,,0
15,q9o87ofc,,0,880,880,LCG,FinalPage,127.0.0.1,2019-03-15 11:21:16.234284+00:00,1,,,366.00,3,1,,,,,,,,,,,,,,,,,,,,6.00,5,,6,3,6,6,0,0,1,1,,,,7,ba1y0hqq,CultDyn,Simon,,,,0
16,h79iwr1o,,0,880,880,LCG,FinalPage,127.0.0.1,2019-03-15 11:21:23.669222+00:00,1,,,691.00,1,1,,,,,,,,,,,,,,,,,,,,6.00,6,,3,1,6,6,0,1,1,1,,,,7,ba1y0hqq,CultDyn,Simon,,,,0
17,p9ypy834,,0,880,880,LCG,FinalPage,127.0.0.1,2019-03-15 11:21:35.939355+00:00,1,,,691.00,2,1,,,,,,,,,,,,,,,,,,,,6.00,6,,3,1,6,6,0,1,1,1,,,,7,ba1y0hqq,CultDyn,Simon,,,,0
18,g71on7hx,,0,880,880,LCG,FinalPage,127.0.0.1,2019-03-15 11:21:39.271037+00:00,1,,,691.00,3,1,,,,,,,,,,,,,,,,,,,,6.00,6,,3,1,6,6,0,1,1,1,,,,7,ba1y0hqq,CultDyn,Simon,,,,0
19,0n6vau27,,0,5,880,LCG,WaitForPlayers,127.0.0.1,2019-03-15 11:21:42.565371+00:00,1,,,0.00,1,1,,,,,,,,,,,,,,,,,,,,0.00,7,,,,,,1,,,,,,,7,ba1y0hqq,CultDyn,Simon,,,,0
20,v8zh75mb,,0,1,880,LCG,Welcome,127.0.0.1,2019-03-15 11:22:00.665765+00:00,1,,,0.00,2,1,,,,,,,,,,,,,,,,,,,,0.00,7,,,,,,1,,,,,,,7,ba1y0hqq,CultDyn,Simon,,,,0
21,okiz54ca,,0,5,880,LCG,WaitForPlayers,127.0.0.1,2019-03-15 11:34:24.595984+00:00,1,,,0.00,3,1,,,,,,,,,,,,,,,,,,,,0.00,7,,,,,,1,,,,,,,7,ba1y0hqq,CultDyn,Simon,,,,0
22,vwaig63b,,0,0,880,,,,,0,,,0.00,1,1,,,,,,,,,,,,,,,,,,,,0.00,8,,,,,,1,,,,,,,7,ba1y0hqq,CultDyn,Simon,,,,0
23,ed622may,,0,0,880,,,,,0,,,0.00,2,1,,,,,,,,,,,,,,,,,,,,0.00,8,,,,,,1,,,,,,,7,ba1y0hqq,CultDyn,Simon,,,,0
24,djixdayx,,0,0,880,,,,,0,,,0.00,3,1,,,,,,,,,,,,,,,,,,,,0.00,8,,,,,,1,,,,,,,7,ba1y0hqq,CultDyn,Simon,,,,0
1,cvf55n8g,,0,880,880,LCG,FinalPage,127.0.0.1,2019-03-15 11:20:35.347272+00:00,1,,,578.33,1,1,,,,,,,,,,,,,,,,,,,,6.00,1,,3,6,6,6,0,1,0,1,,,,8,ba1y0hqq,CultDyn,Simon,,,,0
2,ok1y56td,,0,880,880,LCG,FinalPage,127.0.0.1,2019-03-15 11:20:39.765267+00:00,1,,,357.33,2,1,,,,,,,,,,,,,,,,,,,,6.00,1,,3,6,6,6,0,1,0,1,,,,8,ba1y0hqq,CultDyn,Simon,,,,0
3,xx1d7nk8,,0,880,880,LCG,FinalPage,127.0.0.1,2019-03-15 11:20:40.234193+00:00,1,,,557.33,3,1,,,,,,,,,,,,,,,,,,,,6.00,1,,3,6,6,6,0,1,0,1,,,,8,ba1y0hqq,CultDyn,Simon,,,,0
4,h6ku7q3z,,0,879,880,LCG,PGGResults,127.0.0.1,2019-03-15 11:20:43.362347+00:00,1,,,519.00,1,1,,,,,,,,,,,,,,,,,,,,4.00,2,,4,6,4,4,0,0,1,1,,,,8,ba1y0hqq,CultDyn,Simon,,,,0
5,7rwb0qy1,,0,880,880,LCG,FinalPage,127.0.0.1,2019-03-15 11:20:44.208434+00:00,1,,,519.00,2,1,,,,,,,,,,,,,,,,,,,,4.00,2,,4,6,4,4,0,0,1,1,,,,8,ba1y0hqq,CultDyn,Simon,,,,0
6,4uxzl1xx,,0,880,880,LCG,FinalPage,127.0.0.1,2019-03-15 11:20:44.402373+00:00,1,,,519.00,3,1,,,,,,,,,,,,,,,,,,,,4.00,2,,4,6,4,4,0,0,1,1,,,,8,ba1y0hqq,CultDyn,Simon,,,,0
7,q277d0yl,,0,880,880,LCG,FinalPage,127.0.0.1,2019-03-15 11:20:45.231608+00:00,1,,,302.33,1,1,,,,,,,,,,,,,,,,,,,,6.00,3,,1,4,6,6,0,1,1,1,,,,8,ba1y0hqq,CultDyn,Simon,,,,0
8,juxj98dx,,0,878,880,LCG,DOSPERT,127.0.0.1,2019-03-15 11:20:45.907813+00:00,1,,,434.33,2,1,,,,,,,,,,,,,,,,,,,,6.00,3,,1,4,6,6,0,1,1,1,,,,8,ba1y0hqq,CultDyn,Simon,,,,0
9,rmif4p54,,0,880,880,LCG,FinalPage,127.0.0.1,2019-03-15 11:20:52.982545+00:00,1,,,354.33,3,1,,,,,,,,,,,,,,,,,,,,6.00,3,,1,4,6,6,0,1,1,1,,,,8,ba1y0hqq,CultDyn,Simon,,,,0
10,6pwajygn,,0,880,880,LCG,FinalPage,127.0.0.1,2019-03-15 11:20:53.184485+00:00,1,,,377.00,1,1,,,,,,,,,,,,,,,,,,,,0.00,4,,1,1,6,6,1,1,1,1,,,,8,ba1y0hqq,CultDyn,Simon,,,,0
11,kcj1ok6c,,0,880,880,LCG,FinalPage,127.0.0.1,2019-03-15 11:20:57.122304+00:00,1,,,377.00,2,1,,,,,,,,,,,,,,,,,,,,0.00,4,,1,1,6,6,1,1,1,1,,,,8,ba1y0hqq,CultDyn,Simon,,,,0
12,acuo4n29,,0,880,880,LCG,FinalPage,127.0.0.1,2019-03-15 11:20:57.807811+00:00,1,,,377.00,3,1,,,,,,,,,,,,,,,,,,,,0.00,4,,1,1,6,6,1,1,1,1,,,,8,ba1y0hqq,CultDyn,Simon,,,,0
13,omjxrv2c,,0,880,880,LCG,FinalPage,127.0.0.1,2019-03-15 11:20:59.753418+00:00,1,,,366.00,1,1,,,,,,,,,,,,,,,,,,,,0.00,5,,1,5,1,5,1,0,0,0,,,,8,ba1y0hqq,CultDyn,Simon,,,,0
14,7nxyv67i,,0,880,880,LCG,FinalPage,127.0.0.1,2019-03-15 11:21:10.614167+00:00,1,,,366.00,2,1,,,,,,,,,,,,,,,,,,,,0.00,5,,1,5,1,5,1,0,0,0,,,,8,ba1y0hqq,CultDyn,Simon,,,,0
15,q9o87ofc,,0,880,880,LCG,FinalPage,127.0.0.1,2019-03-15 11:21:16.234284+00:00,1,,,366.00,3,1,,,,,,,,,,,,,,,,,,,,0.00,5,,1,5,1,5,1,0,0,0,,,,8,ba1y0hqq,CultDyn,Simon,,,,0
16,h79iwr1o,,0,880,880,LCG,FinalPage,127.0.0.1,2019-03-15 11:21:23.669222+00:00,1,,,691.00,1,1,,,,,,,,,,,,,,,,,,,,5.00,6,,1,5,5,5,0,1,0,1,,,,8,ba1y0hqq,CultDyn,Simon,,,,0
17,p9ypy834,,0,880,880,LCG,FinalPage,127.0.0.1,2019-03-15 11:21:35.939355+00:00,1,,,691.00,2,1,,,,,,,,,,,,,,,,,,,,5.00,6,,1,5,5,5,0,1,0,1,,,,8,ba1y0hqq,CultDyn,Simon,,,,0
18,g71on7hx,,0,880,880,LCG,FinalPage,127.0.0.1,2019-03-15 11:21:39.271037+00:00,1,,,691.00,3,1,,,,,,,,,,,,,,,,,,,,5.00,6,,1,5,5,5,0,1,0,1,,,,8,ba1y0hqq,CultDyn,Simon,,,,0
19,0n6vau27,,0,5,880,LCG,WaitForPlayers,127.0.0.1,2019-03-15 11:21:42.565371+00:00,1,,,0.00,1,1,,,,,,,,,,,,,,,,,,,,0.00,7,,,,,,1,,,,,,,8,ba1y0hqq,CultDyn,Simon,,,,0
20,v8zh75mb,,0,1,880,LCG,Welcome,127.0.0.1,2019-03-15 11:22:00.665765+00:00,1,,,0.00,2,1,,,,,,,,,,,,,,,,,,,,0.00,7,,,,,,1,,,,,,,8,ba1y0hqq,CultDyn,Simon,,,,0
21,okiz54ca,,0,5,880,LCG,WaitForPlayers,127.0.0.1,2019-03-15 11:34:24.595984+00:00,1,,,0.00,3,1,,,,,,,,,,,,,,,,,,,,0.00,7,,,,,,1,,,,,,,8,ba1y0hqq,CultDyn,Simon,,,,0
22,vwaig63b,,0,0,880,,,,,0,,,0.00,1,1,,,,,,,,,,,,,,,,,,,,0.00,8,,,,,,1,,,,,,,8,ba1y0hqq,CultDyn,Simon,,,,0
23,ed622may,,0,0,880,,,,,0,,,0.00,2,1,,,,,,,,,,,,,,,,,,,,0.00,8,,,,,,1,,,,,,,8,ba1y0hqq,CultDyn,Simon,,,,0
24,djixdayx,,0,0,880,,,,,0,,,0.00,3,1,,,,,,,,,,,,,,,,,,,,0.00,8,,,,,,1,,,,,,,8,ba1y0hqq,CultDyn,Simon,,,,0
1,cvf55n8g,,0,880,880,LCG,FinalPage,127.0.0.1,2019-03-15 11:20:35.347272+00:00,1,,,578.33,1,1,,,,,,,,,,,,,,,,,,,,6.00,1,,6,3,6,6,0,0,1,1,,,,9,ba1y0hqq,CultDyn,Simon,,,,0
2,ok1y56td,,0,880,880,LCG,FinalPage,127.0.0.1,2019-03-15 11:20:39.765267+00:00,1,,,357.33,2,1,,,,,,,,,,,,,,,,,,,,6.00,1,,6,3,6,6,0,0,1,1,,,,9,ba1y0hqq,CultDyn,Simon,,,,0
3,xx1d7nk8,,0,880,880,LCG,FinalPage,127.0.0.1,2019-03-15 11:20:40.234193+00:00,1,,,557.33,3,1,,,,,,,,,,,,,,,,,,,,6.00,1,,6,3,6,6,0,0,1,1,,,,9,ba1y0hqq,CultDyn,Simon,,,,0
4,h6ku7q3z,,0,879,880,LCG,PGGResults,127.0.0.1,2019-03-15 11:20:43.362347+00:00,1,,,519.00,1,1,,,,,,,,,,,,,,,,,,,,4.00,2,,4,6,4,4,0,0,1,1,,,,9,ba1y0hqq,CultDyn,Simon,,,,0
5,7rwb0qy1,,0,880,880,LCG,FinalPage,127.0.0.1,2019-03-15 11:20:44.208434+00:00,1,,,519.00,2,1,,,,,,,,,,,,,,,,,,,,4.00,2,,4,6,4,4,0,0,1,1,,,,9,ba1y0hqq,CultDyn,Simon,,,,0
6,4uxzl1xx,,0,880,880,LCG,FinalPage,127.0.0.1,2019-03-15 11:20:44.402373+00:00,1,,,519.00,3,1,,,,,,,,,,,,,,,,,,,,4.00,2,,4,6,4,4,0,0,1,1,,,,9,ba1y0hqq,CultDyn,Simon,,,,0
7,q277d0yl,,0,880,880,LCG,FinalPage,127.0.0.1,2019-03-15 11:20:45.231608+00:00,1,,,302.33,1,1,,,,,,,,,,,,,,,,,,,,6.00,3,,6,6,6,6,0,0,0,0,,,,9,ba1y0hqq,CultDyn,Simon,,,,0
8,juxj98dx,,0,878,880,LCG,DOSPERT,127.0.0.1,2019-03-15 11:20:45.907813+00:00,1,,,434.33,2,1,,,,,,,,,,,,,,,,,,,,6.00,3,,6,6,6,6,0,0,0,0,,,,9,ba1y0hqq,CultDyn,Simon,,,,0
9,rmif4p54,,0,880,880,LCG,FinalPage,127.0.0.1,2019-03-15 11:20:52.982545+00:00,1,,,354.33,3,1,,,,,,,,,,,,,,,,,,,,6.00,3,,6,6,6,6,0,0,0,0,,,,9,ba1y0hqq,CultDyn,Simon,,,,0
10,6pwajygn,,0,880,880,LCG,FinalPage,127.0.0.1,2019-03-15 11:20:53.184485+00:00,1,,,377.00,1,1,,,,,,,,,,,,,,,,,,,,5.00,4,,3,4,5,5,0,1,1,1,,,,9,ba1y0hqq,CultDyn,Simon,,,,0
11,kcj1ok6c,,0,880,880,LCG,FinalPage,127.0.0.1,2019-03-15 11:20:57.122304+00:00,1,,,377.00,2,1,,,,,,,,,,,,,,,,,,,,5.00,4,,3,4,5,5,0,1,1,1,,,,9,ba1y0hqq,CultDyn,Simon,,,,0
12,acuo4n29,,0,880,880,LCG,FinalPage,127.0.0.1,2019-03-15 11:20:57.807811+00:00,1,,,377.00,3,1,,,,,,,,,,,,,,,,,,,,5.00,4,,3,4,5,5,0,1,1,1,,,,9,ba1y0hqq,CultDyn,Simon,,,,0
13,omjxrv2c,,0,880,880,LCG,FinalPage,127.0.0.1,2019-03-15 11:20:59.753418+00:00,1,,,366.00,1,1,,,,,,,,,,,,,,,,,,,,3.00,5,,3,1,3,3,0,0,1,1,,,,9,ba1y0hqq,CultDyn,Simon,,,,0
14,7nxyv67i,,0,880,880,LCG,FinalPage,127.0.0.1,2019-03-15 11:21:10.614167+00:00,1,,,366.00,2,1,,,,,,,,,,,,,,,,,,,,3.00,5,,3,1,3,3,0,0,1,1,,,,9,ba1y0hqq,CultDyn,Simon,,,,0
