"meanP1","meanP2","meanLeader","BestFitness","AverageFitness","SDFitness"
0.4833562989044,0.522908927828539,0.498531219901051,265.5,33.155,61.865718669265
0.4833562989044,0.522908927828539,0.487558361572562,251,31.325,53.8296684651755
0.4833562989044,0.522908927828539,0.444737327082183,338,25.905,59.9960728933675
0.4833562989044,0.522908927828539,0.384845581307137,421,32.815,77.9283747482847
0.4833562989044,0.522908927828539,0.376655240176585,306,25.19,57.9619685481765
0.4833562989044,0.522908927828539,0.419898253152697,230.5,27.94,54.8155437661968
0.4833562989044,0.522908927828539,0.410409227769489,285,23.975,52.2090966473015
0.4833562989044,0.522908927828539,0.387753458244739,268,36.595,59.0942021032709
0.4833562989044,0.522908927828539,0.501309237058677,250,40.5,64.569671086683
0.4833562989044,0.522908927828539,0.523802574487986,405,44.615,74.3587011680136
0.4833562989044,0.522908927828539,0.522359335620518,237.5,29.54,51.5684148887807
0.4833562989044,0.522908927828539,0.52225832790101,293,40.465,57.5030633790914
0.4833562989044,0.522908927828539,0.628419077937972,281.5,32.745,48.6234498337723
0.4833562989044,0.522908927828539,0.613025743692605,284,36.86,52.7469219744411
0.4833562989044,0.522908927828539,0.658873351597204,213.5,30.2,40.532877290098
0.4833562989044,0.522908927828539,0.728483099948864,255.5,39.65,44.090500362575
0.4833562989044,0.522908927828539,0.765075353677773,234,39.485,45.7119580204196
0.4833562989044,0.522908927828539,0.749770055764484,206,36.485,40.8099472301704
0.4833562989044,0.522908927828539,0.73952189309835,229.5,38.355,48.8468693102653
0.4833562989044,0.522908927828539,0.725220315973955,228,41.655,52.1520550259944
0.4833562989044,0.522908927828539,0.722254676054032,228,43.005,51.9009105912605
0.4833562989044,0.522908927828539,0.725732117614957,305,38.685,53.1962563712823
0.4833562989044,0.522908927828539,0.69719331623043,246,34.225,49.4404230290653
0.4833562989044,0.522908927828539,0.680553308795475,195,35.445,49.1499404009216
0.4833562989044,0.522908927828539,0.697343327269922,174.5,29.86,41.915202998724
0.4833562989044,0.522908927828539,0.693329703797153,207,32.055,47.9542024258879
0.4833562989044,0.522908927828539,0.713162016554291,272,35.285,50.3657960236003
0.4833562989044,0.522908927828539,0.698839628331452,317,40.99,54.9430825785405
0.4833562989044,0.522908927828539,0.714034556443237,224,33.195,44.7192078474681
0.4833562989044,0.522908927828539,0.758797918889414,176,37.89,41.5875964900375
0.4833562989044,0.522908927828539,0.756075038598212,176.5,29.675,34.5640508492727
0.4833562989044,0.522908927828539,0.769047660896402,160,30.925,37.1098815422632
0.4833562989044,0.522908927828539,0.770280149804646,228,35.15,43.8900428182277
0.4833562989044,0.522908927828539,0.73699063188282,258,38.96,51.0939756080337
0.4833562989044,0.522908927828539,0.749910648607548,169.5,32.88,39.6499277133864
0.4833562989044,0.522908927828539,0.735860088784253,201,34.11,42.0542326626998
0.4833562989044,0.522908927828539,0.731858514479575,286.5,33.57,50.1833013797791
0.4833562989044,0.522908927828539,0.730035389335328,212,35.185,44.359849384029
0.4833562989044,0.522908927828539,0.751687733711888,239.5,31.455,42.8898692448273
0.4833562989044,0.522908927828539,0.722884837166259,196,33.85,45.7353222025351
0.4833562989044,0.522908927828539,0.692060461617828,153.5,29.42,37.1117422676626
0.4833562989044,0.522908927828539,0.738824389631052,174,37.105,43.250812744159
0.4833562989044,0.522908927828539,0.736212461535965,188.5,34.675,43.1344137727077
0.4833562989044,0.522908927828539,0.751864418574793,219,34.66,44.7522856478535
0.4833562989044,0.522908927828539,0.757178322702737,167,24.96,33.4104925150919
0.4833562989044,0.522908927828539,0.776714218915118,180,35.435,41.9614815556295
0.4833562989044,0.522908927828539,0.757735900335099,217.5,35.435,43.9817831320508
0.4833562989044,0.522908927828539,0.776988910028795,259,36.525,45.2881556861675
0.4833562989044,0.522908927828539,0.809267951574443,154,30.785,33.8989328964077
0.4833562989044,0.522908927828539,0.785947857650057,345,39.825,49.8736471677998
0.4833562989044,0.522908927828539,0.768472873427933,217,33.6,40.880893761603
0.4833562989044,0.522908927828539,0.764756006871637,304,32.41,53.3091507675329
0.4833562989044,0.522908927828539,0.719596521739977,252,38.485,54.0949620966909
0.4833562989044,0.522908927828539,0.682233110371824,223,32.385,45.1840710624638
0.4833562989044,0.522908927828539,0.729839156894696,206,33.5,47.3564284245689
0.4833562989044,0.522908927828539,0.709563722642906,225,32.32,43.5145697184033
0.4833562989044,0.522908927828539,0.717147524432709,162,17.78,28.5245171879925
0.4833562989044,0.522908927828539,0.739680202582879,197.5,27.025,37.7778176990282
0.4833562989044,0.522908927828539,0.725204233606501,221,36.84,46.1690941271892
0.4833562989044,0.522908927828539,0.726692861872291,193.5,32.315,42.0405441031018
0.4833562989044,0.522908927828539,0.706276490607912,215.5,28.265,39.7767415290225
0.4833562989044,0.522908927828539,0.68214045084684,181,30.535,41.9109358092138
0.4833562989044,0.522908927828539,0.695119363969852,214,36.895,47.9753353613115
0.4833562989044,0.522908927828539,0.656228983631722,215,41.285,54.0731479413103
0.4833562989044,0.522908927828539,0.636428625748558,184,26.915,41.0097336930607
0.4833562989044,0.522908927828539,0.592550666712926,224.5,33.39,50.3154985460682
0.4833562989044,0.522908927828539,0.604777626096279,238.5,27.02,47.8118640447572
0.4833562989044,0.522908927828539,0.624462043955148,295,32.655,51.5305487016677
0.4833562989044,0.522908927828539,0.607870731280086,303,31.365,55.4714802962984
0.4833562989044,0.522908927828539,0.625771109900385,298,35.32,53.2096349595189
0.4833562989044,0.522908927828539,0.687006015082092,294,42.845,55.4907260884031
0.4833562989044,0.522908927828539,0.637217043400217,199,26.43,44.4062978971372
0.4833562989044,0.522908927828539,0.677743302718275,352,40.46,64.0845669188122
0.4833562989044,0.522908927828539,0.706233089539654,114,28.405,33.2058695523438
0.4833562989044,0.522908927828539,0.680291276008131,246,35.32,52.869360625312
0.4833562989044,0.522908927828539,0.701713392291154,189,36.985,45.5422134625746
0.4833562989044,0.522908927828539,0.70234912630172,196,34.68,41.3742173168975
0.4833562989044,0.522908927828539,0.728802612017866,160,39.265,42.5051069421266
0.4833562989044,0.522908927828539,0.696705956475331,268,35.91,49.7336024446371
0.4833562989044,0.522908927828539,0.698969748948047,268,35.925,49.4761127446693
0.4833562989044,0.522908927828539,0.73290352698498,146,30.03,34.1088439018861
0.4833562989044,0.522908927828539,0.746288549890092,213.5,36.935,41.2556488326879
0.4833562989044,0.522908927828539,0.745019956229677,187,34.515,43.78929433069
0.4833562989044,0.522908927828539,0.693074571243968,232,33.865,46.3081387244317
0.4833562989044,0.522908927828539,0.675560897056858,219.5,32.765,48.5542212273032
0.4833562989044,0.522908927828539,0.658161584128374,195.5,35.48,48.9173142799524
0.4833562989044,0.522908927828539,0.646888541500751,230,35.535,48.4573255451629
0.4833562989044,0.522908927828539,0.615801826009652,234,28.225,45.3643151150614
0.4833562989044,0.522908927828539,0.592215934107372,239,31.245,47.440632490631
0.4833562989044,0.522908927828539,0.554994036385045,276,30.41,50.0934167734684
0.4833562989044,0.522908927828539,0.652752257667218,165,33.075,47.6228011237126
0.4833562989044,0.522908927828539,0.614967530635603,138,33.005,44.0628852157386
0.4833562989044,0.522908927828539,0.640562983727415,205,31.075,45.3504521488045
0.4833562989044,0.522908927828539,0.604100619515046,237,39.68,53.1137772459588
0.4833562989044,0.522908927828539,0.625716584817808,203,27.195,43.8191816653185
0.4833562989044,0.522908927828539,0.665215991321114,188.5,32.695,44.9102300442367
0.4833562989044,0.522908927828539,0.684601432847383,235.5,34.585,47.0287390643189
0.4833562989044,0.522908927828539,0.726526802027963,176,34.96,44.1547828494813
0.4833562989044,0.522908927828539,0.745409064049336,229,37.675,44.307943002709
0.4833562989044,0.522908927828539,0.764579394112497,160,34.03,38.7719191834982
0.4833562989044,0.522908927828539,0.78433746947685,215,34.99,40.512373717698
0.4833562989044,0.522908927828539,0.780029678969023,211,38.8,41.7216606776021
0.4833562989044,0.522908927828539,0.77058909751248,149,38.235,39.2671795382466
0.4833562989044,0.522908927828539,0.770377077856119,164.5,31.05,36.7245067215258
0.4833562989044,0.522908927828539,0.779030206782005,166.5,28.915,33.9345072577794
0.4833562989044,0.522908927828539,0.781894600435426,297,38.595,45.9131093600848
0.4833562989044,0.522908927828539,0.74413125177576,244,35.5,44.9103484059008
0.4833562989044,0.522908927828539,0.771067597051682,302,37.495,45.3821314344683
0.4833562989044,0.522908927828539,0.751974644699461,229,29.3,41.3494592198952
0.4833562989044,0.522908927828539,0.763035061997201,216,36.92,44.7346678209474
0.4833562989044,0.522908927828539,0.760405061229492,212.5,40.58,47.1376514245055
0.4833562989044,0.522908927828539,0.764578544607477,229,40.215,44.5546568777603
0.4833562989044,0.522908927828539,0.78755805275888,210,34.595,43.0926119778171
0.4833562989044,0.522908927828539,0.778631412953513,178.5,35.125,39.0290862140926
0.4833562989044,0.522908927828539,0.773439385853802,229.5,40.415,49.519308294234
0.4833562989044,0.522908927828539,0.755874419723483,277,29.735,39.7260476719792
0.4833562989044,0.522908927828539,0.751853027396163,187,28.695,35.8370959969547
0.4833562989044,0.522908927828539,0.783705167486617,208.5,41.27,43.2277513276886
0.4833562989044,0.522908927828539,0.777405310014375,171,31.89,36.0086675873204
0.4833562989044,0.522908927828539,0.761413158775926,207.5,30.71,40.6721419562965
0.4833562989044,0.522908927828539,0.794267576470972,258,34.005,43.2420656002201
0.4833562989044,0.522908927828539,0.721756237857975,286,33.95,50.5877325729142
0.4833562989044,0.522908927828539,0.719303319049227,182,37.92,44.931694511972
0.4833562989044,0.522908927828539,0.729642353832044,187.5,36.875,48.2904394306372
0.4833562989044,0.522908927828539,0.665188178053968,196,31.255,44.4136601404422
0.4833562989044,0.522908927828539,0.717506683833837,146.5,29.485,38.044329207498
0.4833562989044,0.522908927828539,0.726957872824052,223,29.06,42.6821278804612
0.4833562989044,0.522908927828539,0.730277726877055,249,26.985,37.0588158652342
0.4833562989044,0.522908927828539,0.743161660904079,265,30.465,47.1054724029282
0.4833562989044,0.522908927828539,0.748757001594874,189.5,30.83,40.9101763043442
0.4833562989044,0.522908927828539,0.786999041789255,203.5,32.16,38.242506363068
0.4833562989044,0.522908927828539,0.789476623789241,280,33.88,46.024319438727
0.4833562989044,0.522908927828539,0.83666655410876,120,23.635,26.5712169594671
0.4833562989044,0.522908927828539,0.853797639935619,237.5,33.575,36.5667630036575
0.4833562989044,0.522908927828539,0.848049423588152,178,35.835,32.1994302446613
0.4833562989044,0.522908927828539,0.859784029439909,173,32.91,30.8251324065086
0.4833562989044,0.522908927828539,0.854343440498293,116.5,30.895,28.5461963890608
0.4833562989044,0.522908927828539,0.864200421417148,170.5,30.24,31.2264844856627
0.4833562989044,0.522908927828539,0.844591743477595,163,28.765,30.7714329510113
0.4833562989044,0.522908927828539,0.834934562837957,194,29.875,36.0414586611619
0.4833562989044,0.522908927828539,0.824059101310882,244,36.805,46.2057812094084
0.4833562989044,0.522908927828539,0.800006780744851,192,29.075,33.5978425684228
0.4833562989044,0.522908927828539,0.810677909968904,113.5,29.43,30.3290889471418
0.4833562989044,0.522908927828539,0.831348907569355,203,32.58,33.7584048644171
0.4833562989044,0.522908927828539,0.799066761222444,141.5,26.485,30.3521798761197
0.4833562989044,0.522908927828539,0.768325957696175,246,31.92,37.142689643312
0.4833562989044,0.522908927828539,0.786546252589648,156,25.69,31.0232708355088
0.4833562989044,0.522908927828539,0.798466243950253,206,30.145,40.3546334315397
0.4833562989044,0.522908927828539,0.777401398233386,232,30.65,45.7830026683848
0.4833562989044,0.522908927828539,0.753976001903166,169.5,27.3,33.5516336593633
0.4833562989044,0.522908927828539,0.781020260515482,335.5,33.99,47.4635415637917
0.4833562989044,0.522908927828539,0.762675044360922,386,32.11,58.3755942153911
0.4833562989044,0.522908927828539,0.782402631319961,195.5,28.15,36.2982524553611
0.4833562989044,0.522908927828539,0.779829231157321,187.5,30.01,34.2510030819714
0.4833562989044,0.522908927828539,0.783068183277459,122,26.745,31.2864329037106
0.4833562989044,0.522908927828539,0.823992555718115,141,32.745,33.6236219724386
0.4833562989044,0.522908927828539,0.831894386214953,135,32.035,30.8644196282694
0.4833562989044,0.522908927828539,0.831185417256584,115.5,30.075,29.1009541132766
0.4833562989044,0.522908927828539,0.822168152624827,126,28.08,28.7153146061347
0.4833562989044,0.522908927828539,0.82662049036061,138,31.195,31.5732189769377
0.4833562989044,0.522908927828539,0.838233331401821,145,29.895,30.7888946757355
0.4833562989044,0.522908927828539,0.839445177187323,146.5,31.36,32.6029124310988
0.4833562989044,0.522908927828539,0.838027129877309,147,29.96,32.2135927141875
0.4833562989044,0.522908927828539,0.846741945830094,300,30.635,38.3858569677885
0.4833562989044,0.522908927828539,0.844415419952697,149,28.99,31.8904358544987
0.4833562989044,0.522908927828539,0.831751949913832,131,28.975,28.9928914136768
0.4833562989044,0.522908927828539,0.857233188650544,163,31.735,31.9044861637629
0.4833562989044,0.522908927828539,0.846328615923435,200.5,39.58,42.9870029688326
0.4833562989044,0.522908927828539,0.824955504739481,209,35.72,41.1218514498881
0.4833562989044,0.522908927828539,0.823003187965915,161.5,28.82,32.5031094083646
0.4833562989044,0.522908927828539,0.853904141490021,160,30.21,32.400444254343
0.4833562989044,0.522908927828539,0.816847026961637,164.5,32.68,36.2691621244842
0.4833562989044,0.522908927828539,0.823273864892636,185,33.335,36.9680489262571
0.4833562989044,0.522908927828539,0.83795521813744,189,30.585,31.8931339781699
0.4833562989044,0.522908927828539,0.834263672570767,183.5,30.5,31.5742671084278
0.4833562989044,0.522908927828539,0.85202155418987,164,34.405,34.2761877322223
0.4833562989044,0.522908927828539,0.831279176310155,234,28.67,35.5313362904614
0.4833562989044,0.522908927828539,0.847189450855728,214.5,34.72,42.2145984611049
0.4833562989044,0.522908927828539,0.793855519828537,299.5,40.7,56.0119034967866
0.4833562989044,0.522908927828539,0.793478060740183,250.5,40.15,47.6789293402264
0.4833562989044,0.522908927828539,0.79248754303556,218,32.74,40.4273559747742
0.4833562989044,0.522908927828539,0.8007175334508,223,36.81,45.1228278807922
0.4833562989044,0.522908927828539,0.7446262836708,151,28.115,37.1596239420577
0.4833562989044,0.522908927828539,0.746219913977693,225.5,28.47,39.3491763162544
0.4833562989044,0.522908927828539,0.748429402921382,210.5,30.395,38.8935542295386
0.4833562989044,0.522908927828539,0.779584717199799,227.5,31.06,40.57100522105
0.4833562989044,0.522908927828539,0.773719988125388,209,41.875,49.301657265156
0.4833562989044,0.522908927828539,0.771312546588621,248,29.425,42.6753882539604
0.4833562989044,0.522908927828539,0.758457340493959,215,36.48,45.7293266201386
0.4833562989044,0.522908927828539,0.762659761554771,253,35.295,50.2509909948012
0.4833562989044,0.522908927828539,0.726731780410688,218.5,28.755,43.6197119164807
0.4833562989044,0.522908927828539,0.721691638792585,110.5,17.745,25.0417323399532
0.4833562989044,0.522908927828539,0.779303928337235,251,36.555,45.6162570148012
0.4833562989044,0.522908927828539,0.745570089828667,123.5,24.13,28.5367581490359
0.4833562989044,0.522908927828539,0.804852947634176,194,36.855,36.5886425359873
0.4833562989044,0.522908927828539,0.830101055901202,199,29.855,33.4740435398697
0.4833562989044,0.522908927828539,0.849972537929739,174,33.41,31.715383578881
0.4833562989044,0.522908927828539,0.860612794403206,173,26.595,28.2127286088311
0.4833562989044,0.522908927828539,0.825192828029715,191,32.795,37.3942343500474
0.4833562989044,0.522908927828539,0.787305527083223,132.5,27.895,31.1031434151442
0.4833562989044,0.522908927828539,0.792294329976623,235.5,37.455,46.3810031100552
0.4833562989044,0.522908927828539,0.756743662634728,252.5,32.56,44.6780446838005
0.4833562989044,0.522908927828539,0.744637061002978,347,30.09,44.7541194988932
0.4833562989044,0.522908927828539,0.727859556510154,265,30.94,43.2348694851036
0.4833562989044,0.522908927828539,0.757316257499733,439,39.775,70.3428607291142
0.4833562989044,0.522908927828539,0.757970775656514,231,26.475,35.280576322625
0.4833562989044,0.522908927828539,0.771221807232473,249,29.19,41.7878709868804
0.4833562989044,0.522908927828539,0.821463480923048,192,32.13,34.7100267876007
