"P1_roll","P2_roll","P1_cheat","P2_cheat","check","cheated","payoff","th_payoff","ingame","n_game"
6,1,1,0,0,0,0,0,1,2
6,1,0,0,0,0,0,0,1,2
6,4,1,0,0,0,0,0,1,2
6,4,0,0,0,0,0,0,1,2
6,2,1,0,0,0,0,0,1,2
6,2,1,0,0,0,0,0,1,2
6,4,1,0,0,0,0,0,1,2
6,1,0,0,0,0,0,0,1,2
6,6,0,0,1,0,3,6,1,2
6,4,1,0,0,0,0,0,1,2
6,6,1,0,1,1,0,6,1,2
6,2,1,0,0,0,0,0,1,2
6,1,0,0,0,0,0,0,1,2
6,3,0,0,0,0,0,0,1,2
6,4,1,0,0,0,0,0,1,2
6,5,1,0,0,0,0,0,1,2
6,5,1,0,0,0,0,0,1,2
6,3,1,0,0,0,0,0,1,2
6,1,1,0,0,0,0,0,1,2
6,6,1,0,1,1,0,6,1,2
6,3,1,0,0,0,0,0,1,2
6,2,0,0,0,0,0,0,1,2
6,4,0,0,0,0,0,0,1,2
6,3,1,0,0,0,0,0,1,2
6,1,0,0,0,0,0,0,1,2
6,4,1,0,0,0,0,0,1,2
6,4,1,0,0,0,0,0,1,2
6,5,1,0,0,0,0,0,1,2
6,6,1,0,0,1,6,6,1,2
6,2,1,0,0,0,0,0,1,2
6,4,1,0,0,0,0,0,1,2
6,3,1,0,0,0,0,0,1,2
6,6,1,0,1,1,0,6,1,2
6,2,1,0,0,0,0,0,1,2
6,2,1,0,0,0,0,0,1,2
6,5,1,0,0,0,0,0,1,2
6,4,1,0,0,0,0,0,1,2
6,4,1,0,0,0,0,0,1,2
6,3,0,0,0,0,0,0,1,2
6,4,1,0,0,0,0,0,1,2
6,2,0,0,0,0,0,0,1,2
6,1,1,0,0,0,0,0,1,2
6,3,1,0,0,0,0,0,1,2
6,6,0,0,0,0,6,6,1,2
6,5,1,0,0,0,0,0,1,2
6,5,1,0,0,0,0,0,1,2
6,3,1,0,0,0,0,0,1,2
6,6,0,0,1,0,3,6,1,2
6,1,1,0,0,0,0,0,1,2
6,2,1,0,0,0,0,0,1,2
6,4,1,0,0,0,0,0,1,2
6,4,1,0,0,0,0,0,1,2
6,4,1,0,0,0,0,0,1,2
6,4,0,0,0,0,0,0,1,2
6,5,1,0,0,0,0,0,1,2
6,5,0,0,0,0,0,0,1,2
6,6,0,0,1,0,3,6,1,2
6,2,1,0,0,0,0,0,1,2
6,3,1,0,0,0,0,0,1,2
6,6,1,0,1,1,0,6,1,2
6,5,1,0,0,0,0,0,1,2
6,6,1,0,0,1,6,6,1,2
6,1,1,0,0,0,0,0,1,2
6,4,1,0,0,0,0,0,1,3
6,5,1,0,0,0,0,0,1,3
6,2,0,0,0,0,0,0,1,3
6,1,1,0,0,0,0,0,1,3
6,3,0,0,0,0,0,0,1,3
6,1,1,0,0,0,0,0,1,3
6,4,0,0,0,0,0,0,1,3
6,6,0,0,0,0,6,6,1,3
6,5,1,0,0,0,0,0,1,3
6,3,1,0,0,0,0,0,1,3
6,5,0,0,0,0,0,0,1,3
6,2,1,0,0,0,0,0,1,3
6,2,1,0,0,0,0,0,1,3
6,6,1,0,1,1,0,6,1,3
6,4,1,0,0,0,0,0,1,3
6,1,0,0,0,0,0,0,1,3
6,1,1,0,0,0,0,0,1,3
6,6,1,0,1,1,0,6,1,3
6,1,1,0,0,0,0,0,1,3
6,6,1,0,1,1,0,6,1,3
6,3,1,0,0,0,0,0,1,3
6,4,1,0,0,0,0,0,1,3
6,4,1,0,0,0,0,0,1,3
6,5,1,0,0,0,0,0,1,3
6,3,1,0,0,0,0,0,1,3
6,6,1,0,0,1,6,6,1,3
6,5,1,0,0,0,0,0,1,3
6,5,1,0,0,0,0,0,1,3
6,4,1,0,0,0,0,0,1,3
6,3,1,0,0,0,0,0,1,3
6,1,0,0,0,0,0,0,1,3
6,4,1,0,0,0,0,0,1,3
6,2,0,0,0,0,0,0,1,3
6,3,1,0,0,0,0,0,1,3
6,4,1,0,0,0,0,0,1,3
6,1,1,0,0,0,0,0,1,3
6,3,1,0,0,0,0,0,1,3
6,4,1,0,0,0,0,0,1,3
6,6,1,0,0,1,6,6,1,3
6,1,1,0,0,0,0,0,1,3
6,6,0,0,0,0,6,6,1,3
6,1,1,0,0,0,0,0,1,3
6,1,1,0,0,0,0,0,1,3
6,5,0,0,0,0,0,0,1,3
6,4,1,0,0,0,0,0,1,3
6,1,1,0,0,0,0,0,1,3
6,4,1,0,0,0,0,0,1,3
6,6,1,0,1,1,0,6,1,3
6,3,1,0,0,0,0,0,1,3
6,2,1,0,0,0,0,0,1,3
6,6,1,0,1,1,0,6,1,3
6,6,1,0,0,1,6,6,1,3
6,3,0,0,0,0,0,0,1,3
6,2,1,0,0,0,0,0,1,3
6,3,1,0,0,0,0,0,1,3
6,3,1,0,0,0,0,0,1,3
6,1,1,0,0,0,0,0,1,3
6,4,1,0,0,0,0,0,1,3
6,1,1,0,0,0,0,0,1,3
6,6,1,0,1,1,0,6,1,3
6,2,1,0,0,0,0,0,1,3
6,3,1,0,0,0,0,0,1,3
6,1,1,0,0,0,0,0,1,3
6,4,1,0,0,0,0,0,1,3
6,5,1,0,0,0,0,0,1,3
6,2,0,0,0,0,0,0,1,3
6,4,1,0,0,0,0,0,1,3
6,1,1,0,0,0,0,0,1,3
6,6,1,0,1,1,0,6,1,3
6,3,0,0,0,0,0,0,1,3
6,1,1,0,0,0,0,0,1,3
6,4,1,0,0,0,0,0,1,3
6,2,1,0,0,0,0,0,1,3
6,3,0,0,0,0,0,0,1,3
6,2,1,0,0,0,0,0,1,3
6,2,1,0,0,0,0,0,1,3
6,3,1,0,0,0,0,0,1,3
6,5,1,0,0,0,0,0,1,3
6,3,0,0,0,0,0,0,1,3
6,6,1,0,1,1,0,6,1,3
6,4,1,0,0,0,0,0,1,3
6,5,1,0,0,0,0,0,1,3
6,5,1,0,0,0,0,0,1,3
6,3,0,0,0,0,0,0,1,3
6,3,1,0,0,0,0,0,1,3
6,3,1,0,0,0,0,0,1,3
6,5,0,0,0,0,0,0,1,3
6,4,1,0,0,0,0,0,1,3
6,5,1,0,0,0,0,0,1,3
6,4,1,0,0,0,0,0,1,3
6,1,1,0,0,0,0,0,1,3
6,3,1,0,0,0,0,0,1,3
6,6,0,0,0,0,6,6,1,3
6,2,0,0,0,0,0,0,1,3
6,2,1,0,0,0,0,0,1,3
6,4,1,0,0,0,0,0,1,3
6,5,1,0,0,0,0,0,1,3
6,6,1,0,1,1,0,6,1,3
6,2,1,0,0,0,0,0,1,3
6,4,1,0,0,0,0,0,1,3
6,6,1,0,1,1,0,6,1,4
6,1,1,0,0,0,0,0,1,4
6,3,0,0,0,0,0,0,1,4
6,5,1,0,0,0,0,0,1,4
6,3,1,0,0,0,0,0,1,4
6,5,1,0,0,0,0,0,1,4
6,4,1,0,0,0,0,0,1,4
6,5,1,0,0,0,0,0,1,4
6,2,1,0,0,0,0,0,1,4
6,1,1,0,0,0,0,0,1,4
6,2,1,0,0,0,0,0,1,4
6,2,0,0,0,0,0,0,1,4
6,5,1,0,0,0,0,0,1,4
6,3,1,0,0,0,0,0,1,4
6,5,1,0,0,0,0,0,1,4
6,3,1,0,0,0,0,0,1,4
6,1,0,0,0,0,0,0,1,4
6,2,0,0,0,0,0,0,1,4
6,4,1,0,0,0,0,0,1,4
6,3,1,0,0,0,0,0,1,4
6,6,1,0,1,1,0,6,1,4
6,1,1,0,0,0,0,0,1,4
6,3,1,0,0,0,0,0,1,4
6,2,1,0,0,0,0,0,1,4
6,6,1,0,0,1,6,6,1,4
6,6,0,0,0,0,6,6,1,4
6,2,1,0,0,0,0,0,1,4
6,6,0,0,0,0,6,6,1,4
6,6,1,0,1,1,0,6,1,4
6,6,1,0,1,1,0,6,1,4
6,1,1,0,0,0,0,0,1,4
6,6,1,0,1,1,0,6,1,4
6,4,1,0,0,0,0,0,1,4
6,6,1,0,1,1,0,6,1,4
6,6,1,0,1,1,0,6,1,4
6,4,0,0,0,0,0,0,1,4
6,1,0,0,0,0,0,0,1,4
6,4,1,0,0,0,0,0,1,4
6,3,1,0,0,0,0,0,1,4
6,5,1,0,0,0,0,0,1,4
6,3,1,0,0,0,0,0,1,4
6,6,1,0,1,1,0,6,1,4
6,2,1,0,0,0,0,0,1,4
6,6,0,0,0,0,6,6,1,4
6,1,1,0,0,0,0,0,1,4
6,6,1,0,0,1,6,6,0,4
6,4,0,0,0,0,0,0,0,4
6,6,1,0,0,1,0,6,0,4
6,6,1,0,1,1,0,6,0,4
6,5,1,0,0,0,0,0,0,4
6,4,0,0,0,0,0,0,0,4
6,1,0,0,0,0,0,0,0,4
6,3,0,0,0,0,0,0,0,4
6,6,0,0,1,0,0,6,0,4
6,6,1,0,0,1,0,6,0,4
6,2,1,0,0,0,0,0,0,4
6,6,1,0,0,1,0,6,0,4
6,1,1,0,0,0,0,0,0,4
6,3,1,0,0,0,0,0,0,4
6,5,1,0,0,0,0,0,0,4
6,3,1,0,0,0,0,0,0,4
6,3,1,0,0,0,0,0,0,4
6,5,0,0,0,0,0,0,0,4
6,2,1,0,0,0,0,0,0,4
6,1,1,0,0,0,0,0,0,4
6,2,1,0,0,0,0,0,0,4
6,1,1,0,0,0,0,0,0,4
6,1,1,0,0,0,0,0,0,4
6,5,1,0,0,0,0,0,0,4
6,1,1,0,0,0,0,0,0,4
6,3,1,0,0,0,0,0,0,4
6,1,1,0,0,0,0,0,0,4
6,5,1,0,0,0,0,0,0,4
6,1,0,0,0,0,0,0,0,4
6,6,1,0,0,1,0,6,0,4
6,4,1,0,0,0,0,0,0,4
6,2,1,0,0,0,0,0,0,4
6,6,1,0,0,1,0,6,0,4
6,5,1,0,0,0,0,0,0,4
6,2,1,0,0,0,0,0,0,4
6,5,1,0,0,0,0,0,0,4
6,5,0,0,0,0,0,0,0,4
6,5,1,0,0,0,0,0,0,4
6,5,1,0,0,0,0,0,0,4
6,2,1,0,0,0,0,0,0,4
6,2,1,0,0,0,0,0,0,4
6,2,0,0,0,0,0,0,0,4
6,1,1,0,0,0,0,0,0,4
6,3,1,0,0,0,0,0,0,4
6,5,1,0,0,0,0,0,0,4
6,2,1,0,0,0,0,0,0,4
6,2,1,0,0,0,0,0,0,4
6,4,1,0,0,0,0,0,0,4
6,4,1,0,0,0,0,0,0,4
6,1,1,0,0,0,0,0,0,4
6,3,1,0,0,0,0,0,0,4
6,5,1,0,0,0,0,0,0,4
6,3,1,0,0,0,0,0,0,4
6,3,0,0,0,0,0,0,0,4
6,1,1,0,0,0,0,0,0,4
6,3,1,0,0,0,0,0,1,5
6,1,1,0,0,0,0,0,1,5
6,2,1,0,0,0,0,0,1,5
6,1,1,0,0,0,0,0,1,5
6,4,1,0,0,0,0,0,1,5
6,3,1,0,0,0,0,0,1,5
6,1,1,0,0,0,0,0,1,5
6,1,1,0,0,0,0,0,1,5
6,1,1,0,0,0,0,0,1,5
6,6,1,0,1,1,0,6,1,5
6,2,1,0,0,0,0,0,1,5
6,4,1,0,0,0,0,0,1,5
6,1,0,0,0,0,0,0,1,5
6,2,1,0,0,0,0,0,1,5
6,4,1,0,0,0,0,0,1,5
6,6,1,0,0,1,6,6,1,5
6,2,1,0,0,0,0,0,1,5
6,2,1,0,0,0,0,0,1,5
6,5,1,0,0,0,0,0,1,5
6,5,1,0,0,0,0,0,1,5
6,6,1,0,1,1,0,6,1,5
6,2,1,0,0,0,0,0,1,5
6,1,1,0,0,0,0,0,1,5
6,3,1,0,0,0,0,0,1,5
6,5,1,0,0,0,0,0,1,5
6,6,1,0,0,1,6,6,1,5
6,3,1,0,0,0,0,0,1,5
6,1,1,0,0,0,0,0,1,5
6,5,1,0,0,0,0,0,1,5
6,2,1,0,0,0,0,0,1,5
6,5,1,0,0,0,0,0,1,5
6,2,1,0,0,0,0,0,1,5
6,5,1,0,0,0,0,0,1,5
6,5,1,0,0,0,0,0,1,5
6,5,1,0,0,0,0,0,1,5
6,1,0,0,0,0,0,0,1,5
6,5,1,0,0,0,0,0,1,5
6,4,0,0,0,0,0,0,1,5
6,4,1,0,0,0,0,0,1,5
6,5,1,0,0,0,0,0,1,5
6,6,1,0,0,1,6,6,1,5
6,6,1,0,1,1,0,6,1,5
6,2,1,0,0,0,0,0,1,5
6,2,1,0,0,0,0,0,1,5
6,4,1,0,0,0,0,0,1,5
6,1,0,0,0,0,0,0,1,5
6,1,0,0,0,0,0,0,1,5
6,4,1,0,0,0,0,0,1,5
6,6,1,0,1,1,0,6,1,5
6,2,1,0,0,0,0,0,1,5
6,5,1,0,0,0,0,0,1,5
6,5,1,0,0,0,0,0,1,5
6,4,1,0,0,0,0,0,1,5
6,6,1,0,1,1,0,6,1,5
6,1,1,0,0,0,0,0,1,5
6,1,1,0,0,0,0,0,1,5
6,6,1,0,0,1,6,6,1,5
6,3,1,0,0,0,0,0,1,5
6,1,1,0,0,0,0,0,1,5
6,3,1,0,0,0,0,0,1,5
6,3,1,0,0,0,0,0,1,5
6,2,1,0,0,0,0,0,1,5
6,3,1,0,0,0,0,0,1,5
6,2,1,0,0,0,0,0,1,5
6,2,1,0,0,0,0,0,1,5
6,3,1,0,0,0,0,0,1,5
6,2,0,0,0,0,0,0,1,5
6,2,1,0,0,0,0,0,1,5
6,1,1,0,0,0,0,0,1,5
6,4,1,0,0,0,0,0,1,5
6,1,1,0,0,0,0,0,1,5
6,6,1,0,0,1,6,6,1,5
6,1,0,0,0,0,0,0,1,5
6,1,0,0,0,0,0,0,1,5
6,2,1,0,0,0,0,0,1,5
6,4,1,0,0,0,0,0,1,5
6,1,0,0,0,0,0,0,1,5
6,3,1,0,0,0,0,0,1,5
6,3,1,0,0,0,0,0,1,5
6,1,1,0,0,0,0,0,1,5
6,3,1,0,0,0,0,0,1,5
6,3,1,0,0,0,0,0,1,5
6,2,1,0,0,0,0,0,1,5
6,4,1,0,0,0,0,0,1,5
6,4,1,0,0,0,0,0,1,5
6,5,1,0,0,0,0,0,1,5
6,3,1,0,0,0,0,0,1,5
6,4,1,0,0,0,0,0,1,5
6,4,0,0,0,0,0,0,1,5
6,1,1,0,0,0,0,0,1,5
6,1,0,0,0,0,0,0,1,5
6,6,0,0,1,0,3,6,1,5
6,3,1,0,0,0,0,0,1,5
6,4,1,0,0,0,0,0,1,5
6,5,1,0,0,0,0,0,1,5
6,5,0,0,0,0,0,0,1,5
6,5,1,0,0,0,0,0,1,5
6,1,1,0,0,0,0,0,1,5
6,6,0,0,0,0,6,6,1,5
6,2,1,0,0,0,0,0,1,5
6,4,1,0,0,0,0,0,1,6
6,3,1,0,0,0,0,0,1,6
6,2,1,0,0,0,0,0,1,6
6,6,0,0,1,0,3,6,1,6
6,2,1,0,0,0,0,0,1,6
6,2,0,0,0,0,0,0,1,6
6,1,1,0,0,0,0,0,1,6
6,1,1,0,0,0,0,0,1,6
6,6,1,0,0,1,6,6,1,6
6,6,1,0,0,1,6,6,0,6
6,2,1,0,0,0,0,0,0,6
6,1,1,0,0,0,0,0,0,6
6,2,1,0,0,0,0,0,0,6
6,2,1,0,0,0,0,0,0,6
6,1,1,0,0,0,0,0,0,6
6,4,0,0,0,0,0,0,0,6
6,2,1,0,0,0,0,0,0,6
6,3,1,0,0,0,0,0,0,6
6,1,1,0,0,0,0,0,0,6
6,2,1,0,0,0,0,0,0,6
6,5,1,0,0,0,0,0,0,6
6,3,1,0,0,0,0,0,0,6
6,6,1,0,0,1,0,6,0,6
6,6,1,0,0,1,0,6,0,6
6,3,1,0,0,0,0,0,0,6
6,5,1,0,0,0,0,0,0,6
6,4,1,0,0,0,0,0,0,6
6,1,1,0,0,0,0,0,0,6
6,2,0,0,0,0,0,0,0,6
6,5,1,0,0,0,0,0,0,6
6,4,1,0,0,0,0,0,0,6
6,4,1,0,0,0,0,0,0,6
6,6,1,0,0,1,0,6,0,6
6,1,1,0,0,0,0,0,0,6
6,5,1,0,0,0,0,0,0,6
6,2,1,0,0,0,0,0,0,6
6,4,1,0,0,0,0,0,0,6
6,5,1,0,0,0,0,0,0,6
6,1,0,0,0,0,0,0,0,6
6,6,0,0,0,0,0,6,0,6
6,4,1,0,0,0,0,0,0,6
6,4,1,0,0,0,0,0,0,6
6,3,1,0,0,0,0,0,0,6
6,2,1,0,0,0,0,0,0,6
6,3,1,0,0,0,0,0,0,6
6,2,1,0,0,0,0,0,0,6
6,5,1,0,0,0,0,0,0,6
6,5,1,0,0,0,0,0,0,6
6,2,1,0,0,0,0,0,0,6
6,3,1,0,0,0,0,0,0,6
6,6,0,0,1,0,0,6,0,6
6,5,1,0,0,0,0,0,0,6
6,3,1,0,0,0,0,0,0,6
6,4,1,0,0,0,0,0,0,6
6,5,0,0,0,0,0,0,0,6
6,6,1,0,1,1,0,6,0,6
6,6,1,0,1,1,0,6,0,6
6,4,1,0,0,0,0,0,0,6
6,5,1,0,0,0,0,0,0,6
6,4,1,0,0,0,0,0,0,6
6,2,0,0,0,0,0,0,0,6
6,5,0,0,0,0,0,0,0,6
6,5,1,0,0,0,0,0,0,6
6,2,1,0,0,0,0,0,0,6
6,4,1,0,0,0,0,0,0,6
6,2,1,0,0,0,0,0,0,6
6,2,1,0,0,0,0,0,0,6
6,4,1,0,0,0,0,0,0,6
6,5,0,0,0,0,0,0,0,6
6,6,1,0,0,1,0,6,0,6
6,1,1,0,0,0,0,0,0,6
6,2,1,0,0,0,0,0,0,6
6,1,1,0,0,0,0,0,0,6
6,2,1,0,0,0,0,0,0,6
6,6,1,0,1,1,0,6,0,6
6,3,1,0,0,0,0,0,0,6
6,2,1,0,0,0,0,0,0,6
6,3,1,0,0,0,0,0,0,6
6,1,1,0,0,0,0,0,0,6
6,6,1,0,0,1,0,6,0,6
6,6,0,0,0,0,0,6,0,6
6,1,1,0,0,0,0,0,0,6
6,6,1,0,0,1,0,6,0,6
6,1,1,0,0,0,0,0,0,6
6,5,1,0,0,0,0,0,0,6
6,6,1,0,0,1,0,6,0,6
6,2,1,0,0,0,0,0,0,6
6,4,1,0,0,0,0,0,0,6
6,4,1,0,0,0,0,0,0,6
6,1,1,0,0,0,0,0,0,6
6,3,1,0,0,0,0,0,0,6
6,1,1,0,0,0,0,0,0,6
6,6,1,0,0,1,0,6,0,6
6,4,0,0,0,0,0,0,0,6
6,5,1,0,0,0,0,0,0,6
6,3,1,0,0,0,0,0,0,6
6,2,1,0,0,0,0,0,0,6
6,6,1,0,0,1,0,6,0,6
6,1,1,0,0,0,0,0,0,6
6,3,1,0,0,0,0,0,0,6
6,6,1,0,0,1,6,6,1,7
6,5,1,0,0,0,0,0,1,7
6,1,0,0,0,0,0,0,1,7
6,6,1,0,1,1,0,6,1,7
6,4,1,0,0,0,0,0,1,7
6,6,1,0,1,1,0,6,1,7
6,6,1,0,1,1,0,6,1,7
6,2,1,0,0,0,0,0,1,7
6,3,1,0,0,0,0,0,1,7
6,6,1,0,0,1,6,6,1,7
6,6,0,0,1,0,3,6,1,7
6,3,1,0,0,0,0,0,1,7
6,4,1,0,0,0,0,0,1,7
6,4,1,0,0,0,0,0,1,7
6,5,1,0,0,0,0,0,1,7
6,2,1,0,0,0,0,0,1,7
6,3,1,0,0,0,0,0,1,7
6,4,1,0,0,0,0,0,1,7
6,2,1,0,0,0,0,0,1,7
6,1,1,0,0,0,0,0,1,7
6,4,1,0,0,0,0,0,1,7
6,2,1,0,0,0,0,0,1,7
6,6,1,0,0,1,6,6,1,7
6,3,1,0,0,0,0,0,1,7
6,2,1,0,0,0,0,0,1,7
6,4,1,0,0,0,0,0,1,7
6,1,1,0,0,0,0,0,1,7
6,6,1,0,1,1,0,6,1,7
6,4,1,0,0,0,0,0,1,7
6,6,1,0,1,1,0,6,1,7
6,1,1,0,0,0,0,0,1,7
6,3,1,0,0,0,0,0,1,7
6,3,1,0,0,0,0,0,1,7
6,1,1,0,0,0,0,0,1,7
6,3,1,0,0,0,0,0,1,7
6,2,1,0,0,0,0,0,1,7
6,6,1,0,1,1,0,6,1,7
6,4,1,0,0,0,0,0,1,7
6,4,0,0,0,0,0,0,1,7
6,5,0,0,0,0,0,0,1,7
6,6,1,0,1,1,0,6,1,7
6,3,1,0,0,0,0,0,1,7
6,6,1,0,1,1,0,6,1,7
6,2,1,0,0,0,0,0,1,7
6,6,1,0,0,1,6,6,0,7
6,1,1,0,0,0,0,0,0,7
6,1,1,0,0,0,0,0,0,7
6,5,0,0,0,0,0,0,0,7
6,2,1,0,0,0,0,0,0,7
6,4,1,0,0,0,0,0,0,7
6,3,1,0,0,0,0,0,0,7
6,6,1,0,0,1,0,6,0,7
6,4,1,0,0,0,0,0,0,7
6,4,1,0,0,0,0,0,0,7
6,4,1,0,0,0,0,0,0,7
6,1,0,0,0,0,0,0,0,7
6,6,1,0,0,1,0,6,0,7
6,6,1,0,0,1,0,6,0,7
6,5,1,0,0,0,0,0,0,7
6,4,1,0,0,0,0,0,0,7
6,3,1,0,0,0,0,0,0,7
6,1,0,0,0,0,0,0,0,7
6,3,1,0,0,0,0,0,0,7
6,1,1,0,0,0,0,0,0,7
6,5,1,0,0,0,0,0,0,7
6,5,1,0,0,0,0,0,0,7
6,4,1,0,0,0,0,0,0,7
6,4,1,0,0,0,0,0,0,7
6,3,1,0,0,0,0,0,0,7
6,4,1,0,0,0,0,0,0,7
6,4,1,0,0,0,0,0,0,7
6,6,1,0,1,1,0,6,0,7
6,5,1,0,0,0,0,0,0,7
6,1,0,0,0,0,0,0,0,7
6,4,1,0,0,0,0,0,0,7
6,2,1,0,0,0,0,0,0,7
6,1,1,0,0,0,0,0,0,7
6,5,1,0,0,0,0,0,0,7
6,3,1,0,0,0,0,0,0,7
6,3,1,0,0,0,0,0,0,7
6,5,1,0,0,0,0,0,0,7
6,4,1,0,0,0,0,0,0,7
6,3,1,0,0,0,0,0,0,7
6,4,1,0,0,0,0,0,0,7
6,6,1,0,0,1,0,6,0,7
6,5,1,0,0,0,0,0,0,7
6,2,1,0,0,0,0,0,0,7
6,1,1,0,0,0,0,0,0,7
6,6,1,0,1,1,0,6,0,7
6,6,1,0,1,1,0,6,0,7
6,4,0,0,0,0,0,0,0,7
6,6,1,0,1,1,0,6,0,7
6,4,1,0,0,0,0,0,0,7
6,3,1,0,0,0,0,0,0,7
